Reach ID,Date,NO3-N concentration (mg/l),NO3-N  loading (kg/d)
159,2016-04,4.381,1.883
159,2016-05,12.204,27.421
159,2016-06,773.692,0.005
159,2016-07,2.452,3.306
159,2016-08,2.649,0.03
159,2016-09,0.0,0.0
159,2016-10,1.547,1.852
159,2016-11,8.682,0.05
159,2016-12,5.92,0.043
159,2017-01,13.332,0.007
159,2017-02,85.257,0.0
159,2017-03,2.773,19.793
159,2017-04,5.207,1.312
159,2017-05,16.389,43.962
159,2017-06,249.811,0.049
159,2017-07,3.654,0.755
159,2017-08,0.0,0.0
159,2017-09,6.564,0.004
159,2017-10,8.663,0.004
159,2017-11,4.417,0.133
159,2017-12,13.24,0.062
159,2018-01,0.0,0.0
159,2018-02,0.058,0.0
159,2018-03,3.824,21.97
159,2018-04,35.123,0.27
159,2018-05,311.741,0.115
159,2018-06,299.854,0.098
159,2018-07,512.702,0.015
159,2018-08,0.743,0.948
159,2018-09,0.0,0.0
159,2018-10,1.516,8.944
159,2018-11,2.179,28.41
159,2018-12,23.535,0.058
159,2019-01,6.66,2.418
159,2019-02,0.0,0.0
159,2019-03,13854.318,0.015
159,2019-04,9.495,0.693
159,2019-05,1.907,24.877
159,2019-06,3.664,17.173
159,2019-07,234.121,0.032
159,2019-08,8.312,0.006
159,2019-09,2.331,0.128
159,2019-10,2.086,0.005
159,2019-11,3.161,1.92
159,2019-12,14.548,21.135
159,2020-01,23.545,0.208
159,2020-02,4.397,0.0
159,2020-03,21.172,0.0
159,2020-04,10.531,0.113
159,2020-05,6.839,0.198
159,2020-06,0.0,0.0
159,2020-07,20.818,0.009
159,2020-08,2.593,0.365
159,2020-09,0.0,0.0
159,2020-10,1.65,2.582
159,2020-11,2.021,0.063
159,2020-12,5.72,0.603
159,2021-01,6.455,0.212
159,2021-02,0.0,0.0
159,2021-03,10.14,0.052
159,2021-04,21.74,0.006
159,2021-05,3.193,0.044
159,2021-06,5.573,0.0
159,2021-07,2.555,0.002
159,2021-08,3.316,0.045
159,2021-09,11.533,1.527
159,2021-10,0.002,0.0
159,2021-11,4.038,0.031
159,2021-12,3.972,0.072
159,2022-01,19.839,0.111
159,2022-02,0.0,0.0
159,2022-03,5.806,0.021
159,2022-04,19.856,0.302
159,2022-05,10.12,16.324
159,2022-06,3.124,0.33
160,2016-01,0.649,0.104
160,2016-02,0.322,0.057
160,2016-03,9.051,2.055
160,2016-04,3.794,9.575
160,2016-05,7.091,86.739
160,2016-06,0.167,0.034
160,2016-07,2.459,17.786
160,2016-08,1.546,0.028
160,2016-09,9.009,0.001
160,2016-10,1.841,11.64
160,2016-11,21.752,0.351
160,2016-12,1.998,0.223
160,2017-01,0.322,0.044
160,2017-02,0.0,0.0
160,2017-03,3.63,134.86
160,2017-04,1.323,14.792
160,2017-05,11.967,177.819
160,2017-06,0.277,0.199
160,2017-07,2.953,4.004
160,2017-08,0.0,0.0
160,2017-09,10.613,0.001
160,2017-10,155.042,0.002
160,2017-11,4.059,0.887
160,2017-12,2.026,0.462
160,2018-01,0.0,0.0
160,2018-02,0.026,0.003
160,2018-03,6.011,203.12
160,2018-04,0.731,1.265
160,2018-05,0.241,0.454
160,2018-06,0.226,0.37
160,2018-07,0.172,0.041
160,2018-08,0.782,5.164
160,2018-09,2.785,0.0
160,2018-10,1.533,47.222
160,2018-11,1.488,101.707
160,2018-12,0.975,0.235
160,2019-01,3.691,8.328
160,2019-02,0.0,0.0
160,2019-03,0.042,0.054
160,2019-04,1.153,2.63
160,2019-05,1.238,100.807
160,2019-06,3.283,85.665
160,2019-07,0.262,0.121
160,2019-08,0.285,0.01
160,2019-09,1.836,0.708
160,2019-10,1.252,0.0
160,2019-11,3.294,9.877
160,2019-12,15.19,82.694
160,2020-01,13.0,0.733
160,2020-02,0.062,0.007
160,2020-03,0.0,0.0
160,2020-04,0.865,0.367
160,2020-05,2.136,1.286
160,2020-06,0.299,0.094
160,2020-07,0.288,0.022
160,2020-08,1.955,1.795
160,2020-09,1.054,0.001
160,2020-10,3.163,10.349
160,2020-11,2.412,0.623
160,2020-12,12.363,5.035
160,2021-01,7.947,2.333
160,2021-02,0.0,0.0
160,2021-03,3.272,0.447
160,2021-04,0.332,0.028
160,2021-05,4.245,0.408
160,2021-06,14.343,0.001
160,2021-07,2.377,0.0
160,2021-08,2.043,0.315
160,2021-09,5.217,0.587
160,2021-10,0.003,0.0
160,2021-11,1.339,0.263
160,2021-12,1.558,0.521
160,2022-01,0.492,1.813
160,2022-02,0.0,0.0
160,2022-03,0.162,0.081
160,2022-04,0.43,0.649
160,2022-05,56.546,262.954
160,2022-06,5.738,30.576
161,2016-01,0.755,0.0
161,2016-02,0.004,0.0
161,2016-03,84.858,0.002
161,2016-04,13.358,0.01
161,2016-05,11.563,0.049
161,2016-06,0.0,0.0
161,2016-07,7.334,0.019
161,2016-08,3.638,0.0
161,2016-09,1.584,0.0
161,2016-10,3.537,0.008
161,2016-11,5.918,0.0
161,2016-12,0.535,0.0
161,2017-01,0.004,0.0
161,2017-02,0.0,0.0
161,2017-03,11.439,0.134
161,2017-04,16.596,0.008
161,2017-05,23.118,0.116
161,2017-06,8.803,0.0
161,2017-07,10.162,0.004
161,2017-08,0.0,0.0
161,2017-09,38.256,0.0
161,2017-10,0.0,0.0
161,2017-11,0.218,0.0
161,2017-12,0.0,0.0
161,2018-01,0.0,0.0
161,2018-02,0.041,0.0
161,2018-03,14.431,0.146
161,2018-04,7.07,0.0
161,2018-05,1.983,0.0
161,2018-06,1.804,0.0
161,2018-07,0.332,0.0
161,2018-08,2.39,0.005
161,2018-09,0.0,0.0
161,2018-10,13.826,0.149
161,2018-11,0.982,0.023
161,2018-12,3.177,0.0
161,2019-01,9.081,0.006
161,2019-02,0.0,0.0
161,2019-03,4.46,0.0
161,2019-04,40.689,0.006
161,2019-05,3.248,0.045
161,2019-06,12.716,0.12
161,2019-07,10.028,0.0
161,2019-08,0.91,0.0
161,2019-09,0.0,0.0
161,2019-10,13.464,0.0
161,2019-11,1.359,0.002
161,2019-12,6.938,0.02
161,2020-01,10.597,0.0
161,2020-02,1.833,0.0
161,2020-03,0.0,0.0
161,2020-04,10.765,0.0
161,2020-05,52.173,0.001
161,2020-06,0.0,0.0
161,2020-07,0.979,0.0
161,2020-08,20.4,0.003
161,2020-09,0.915,0.0
161,2020-10,8.628,0.023
161,2020-11,0.0,0.0
161,2020-12,6.745,0.001
161,2021-01,6.434,0.0
161,2021-02,0.0,0.0
161,2021-03,83.273,0.002
161,2021-04,1.082,0.0
161,2021-05,35.226,0.001
161,2021-06,48.654,0.0
161,2021-07,1.142,0.0
161,2021-08,0.0,0.0
161,2021-09,56.909,0.013
161,2021-10,0.0,0.0
161,2021-11,1.443,0.0
161,2021-12,4.695,0.0
161,2022-01,2.061,0.0
161,2022-02,0.0,0.0
161,2022-03,0.0,0.0
161,2022-04,8.92,0.0
161,2022-05,36.216,0.108
161,2022-06,0.002,0.0
162,2016-01,6.434,0.001
162,2016-02,21.304,0.001
162,2016-03,83.074,0.005
162,2016-04,4.925,0.154
162,2016-05,4.236,0.682
162,2016-06,0.0,0.0
162,2016-07,3.843,0.313
162,2016-08,1.201,0.002
162,2016-09,11.758,0.0
162,2016-10,1.476,0.11
162,2016-11,33.941,0.016
162,2016-12,19.656,0.001
162,2017-01,20.137,0.001
162,2017-02,0.0,0.0
162,2017-03,4.768,2.442
162,2017-04,7.23,0.135
162,2017-05,9.735,1.869
162,2017-06,258.241,0.005
162,2017-07,4.122,0.063
162,2017-08,0.0,0.0
162,2017-09,77.965,0.0
162,2017-10,0.0,0.0
162,2017-11,0.987,0.0
162,2017-12,39.819,0.001
162,2018-01,0.0,0.0
162,2018-02,225623.25,0.0
162,2018-03,12.626,5.335
162,2018-04,52.279,0.021
162,2018-05,178.338,0.011
162,2018-06,163.385,0.01
162,2018-07,271.51,0.002
162,2018-08,1.271,0.116
162,2018-09,0.0,0.0
162,2018-10,3.729,1.528
162,2018-11,0.695,0.667
162,2018-12,27.057,0.001
162,2019-01,2.242,0.059
162,2019-02,0.0,0.0
162,2019-03,8372.973,0.002
162,2019-04,6.912,0.037
162,2019-05,0.394,0.596
162,2019-06,3.852,1.318
162,2019-07,132.84,0.003
162,2019-08,165.62,0.001
162,2019-09,0.0,0.0
162,2019-10,4.779,0.001
162,2019-11,1.278,0.057
162,2019-12,5.884,0.544
162,2020-01,12.268,0.006
162,2020-02,138072.719,0.0
162,2020-03,0.0,0.0
162,2020-04,11.246,0.009
162,2020-05,49.26,0.014
162,2020-06,114.266,0.002
162,2020-07,364.537,0.001
162,2020-08,14.958,0.006
162,2020-09,1.326,0.0
162,2020-10,3.132,0.272
162,2020-11,0.0,0.0
162,2020-12,19.427,0.123
162,2021-01,18.546,0.043
162,2021-02,0.0,0.0
162,2021-03,82.821,0.015
162,2021-04,39.529,0.001
162,2021-05,17.778,0.024
162,2021-06,91.654,0.0
162,2021-07,7.955,0.0
162,2021-08,0.0,0.0
162,2021-09,16.481,0.096
162,2021-10,0.001,0.0
162,2021-11,9.529,0.005
162,2021-12,25.762,0.005
162,2022-01,148.154,0.008
162,2022-02,0.0,0.0
162,2022-03,0.0,0.0
162,2022-04,133.016,0.009
162,2022-05,29.732,2.878
162,2022-06,33.416,0.002
163,2016-01,7.309,0.001
163,2016-02,35.079,0.0
163,2016-03,30.821,0.0
163,2016-04,5.042,0.11
163,2016-05,4.442,0.501
163,2016-06,0.0,0.0
163,2016-07,4.011,0.227
163,2016-08,1.254,0.001
163,2016-09,27.763,0.0
163,2016-10,1.534,0.08
163,2016-11,33.448,0.011
163,2016-12,37.624,0.0
163,2017-01,36.739,0.0
163,2017-02,0.0,0.0
163,2017-03,4.906,1.751
163,2017-04,7.199,0.094
163,2017-05,10.109,1.356
163,2017-06,373.456,0.003
163,2017-07,4.305,0.046
163,2017-08,0.0,0.0
163,2017-09,0.0,0.0
163,2017-10,0.0,0.0
163,2017-11,1.914,0.0
163,2017-12,66.21,0.001
163,2018-01,0.0,0.0
163,2018-02,0.0,0.0
163,2018-03,12.623,3.732
163,2018-04,52.92,0.014
163,2018-05,239.754,0.007
163,2018-06,227.976,0.006
163,2018-07,383.384,0.001
163,2018-08,1.298,0.083
163,2018-09,0.0,0.0
163,2018-10,4.071,1.166
163,2018-11,0.703,0.471
163,2018-12,44.596,0.001
163,2019-01,2.219,0.041
163,2019-02,0.0,0.0
163,2019-03,0.0,0.0
163,2019-04,6.284,0.024
163,2019-05,1.119,0.414
163,2019-06,4.025,0.963
163,2019-07,211.553,0.002
163,2019-08,328.421,0.001
163,2019-09,0.0,0.0
163,2019-10,5.157,0.001
163,2019-11,1.27,0.039
163,2019-12,5.886,0.379
163,2020-01,12.283,0.004
163,2020-02,0.0,0.0
163,2020-03,0.0,0.0
163,2020-04,10.692,0.006
163,2020-05,52.008,0.011
163,2020-06,170.238,0.001
163,2020-07,1357.712,0.001
163,2020-08,9.655,0.001
163,2020-09,1.105,0.0
163,2020-10,3.348,0.2
163,2020-11,0.0,0.0
163,2020-12,19.171,0.084
163,2021-01,18.286,0.03
163,2021-02,0.0,0.0
163,2021-03,76.564,0.011
163,2021-04,71.254,0.001
163,2021-05,18.133,0.017
163,2021-06,0.0,0.0
163,2021-07,10.191,0.0
163,2021-08,0.0,0.0
163,2021-09,18.801,0.071
163,2021-10,0.002,0.0
163,2021-11,9.504,0.003
163,2021-12,27.533,0.003
163,2022-01,244.877,0.006
163,2022-02,0.0,0.0
163,2022-03,0.0,0.0
163,2022-04,227.593,0.006
163,2022-05,30.399,2.019
163,2022-06,198.73,0.001
164,2016-01,0.647,0.103
164,2016-02,0.322,0.057
164,2016-03,8.694,1.965
164,2016-04,3.781,9.512
164,2016-05,7.092,86.402
164,2016-06,0.158,0.032
164,2016-07,2.454,17.669
164,2016-08,1.519,0.032
164,2016-09,8.952,0.001
164,2016-10,1.827,11.494
164,2016-11,21.802,0.384
164,2016-12,1.991,0.222
164,2017-01,0.322,0.044
164,2017-02,0.0,0.0
164,2017-03,3.63,134.299
164,2017-04,1.326,14.75
164,2017-05,11.98,177.231
164,2017-06,0.277,0.2
164,2017-07,2.948,3.995
164,2017-08,0.0,0.0
164,2017-09,9.129,0.001
164,2017-10,465513.438,0.001
164,2017-11,3.938,0.856
164,2017-12,1.971,0.449
164,2018-01,0.0,0.0
164,2018-02,0.026,0.003
164,2018-03,6.017,202.52
164,2018-04,0.72,1.246
164,2018-05,0.241,0.453
164,2018-06,0.226,0.371
164,2018-07,0.172,0.042
164,2018-08,0.782,5.147
164,2018-09,2.785,0.0
164,2018-10,1.526,46.828
164,2018-11,1.49,101.418
164,2018-12,0.957,0.23
164,2019-01,3.692,8.299
164,2019-02,0.0,0.0
164,2019-03,0.042,0.054
164,2019-04,1.152,2.619
164,2019-05,1.239,100.65
164,2019-06,3.285,85.39
164,2019-07,0.262,0.122
164,2019-08,0.284,0.011
164,2019-09,1.828,0.706
164,2019-10,1.195,0.0
164,2019-11,3.302,9.857
164,2019-12,15.247,82.388
164,2020-01,13.012,0.728
164,2020-02,0.062,0.007
164,2020-03,0.0,0.0
164,2020-04,0.864,0.368
164,2020-05,2.123,1.281
164,2020-06,0.299,0.095
164,2020-07,0.288,0.023
164,2020-08,1.956,1.788
164,2020-09,1.432,0.001
164,2020-10,3.11,10.042
164,2020-11,2.418,0.624
164,2020-12,12.429,5.021
164,2021-01,7.96,2.329
164,2021-02,0.0,0.0
164,2021-03,3.268,0.446
164,2021-04,0.332,0.028
164,2021-05,4.258,0.42
164,2021-06,14.16,0.001
164,2021-07,2.896,0.0
164,2021-08,2.043,0.322
164,2021-09,4.963,0.551
164,2021-10,0.003,0.0
164,2021-11,1.341,0.262
164,2021-12,1.558,0.519
164,2022-01,0.492,1.813
164,2022-02,0.0,0.0
164,2022-03,0.156,0.077
164,2022-04,0.429,0.648
164,2022-05,57.086,263.059
164,2022-06,5.741,30.605
165,2016-01,6.754,0.004
165,2016-02,53.432,0.002
165,2016-03,7.619,0.011
165,2016-04,3.679,0.407
165,2016-05,2.889,1.635
165,2016-06,13287.718,0.004
165,2016-07,2.84,0.846
165,2016-08,0.565,0.001
165,2016-09,7.376,0.001
165,2016-10,1.137,0.302
165,2016-11,33.742,0.056
165,2016-12,3.757,0.003
165,2017-01,50.521,0.002
165,2017-02,0.0,0.0
165,2017-03,3.685,6.644
165,2017-04,6.102,0.398
165,2017-05,7.145,4.804
165,2017-06,658.991,0.018
165,2017-07,2.927,0.148
165,2017-08,0.0,0.0
165,2017-09,8.037,0.001
165,2017-10,0.0,0.0
165,2017-11,2.564,0.011
165,2017-12,8.225,0.005
165,2018-01,0.0,0.0
165,2018-02,2279640.25,0.002
165,2018-03,11.896,17.592
165,2018-04,34.153,0.058
165,2018-05,487.444,0.046
165,2018-06,465.597,0.043
165,2018-07,711.759,0.008
165,2018-08,1.06,0.334
165,2018-09,1.707,0.0
165,2018-10,1.884,2.721
165,2018-11,0.655,2.202
165,2018-12,15.289,0.005
165,2019-01,1.532,0.142
165,2019-02,0.0,0.0
165,2019-03,84380.555,0.018
165,2019-04,4.134,0.077
165,2019-05,0.563,1.914
165,2019-06,2.379,2.809
165,2019-07,344.611,0.01
165,2019-08,29.886,0.003
165,2019-09,1.328,0.012
165,2019-10,2.236,0.003
165,2019-11,1.248,0.193
165,2019-12,5.261,1.702
165,2020-01,11.357,0.017
165,2020-02,1401065.5,0.002
165,2020-03,0.0,0.0
165,2020-04,9.108,0.024
165,2020-05,7.892,0.041
165,2020-06,278.028,0.007
165,2020-07,58.796,0.004
165,2020-08,2.153,0.035
165,2020-09,1.504,0.0
165,2020-10,1.982,0.599
165,2020-11,2.058,0.01
165,2020-12,19.567,0.441
165,2021-01,19.199,0.158
165,2021-02,0.0,0.0
165,2021-03,31.595,0.022
165,2021-04,94.341,0.002
165,2021-05,14.165,0.052
165,2021-06,281.854,0.0
165,2021-07,4.246,0.0
165,2021-08,2.926,0.006
165,2021-09,7.868,0.128
165,2021-10,0.004,0.0
165,2021-11,10.076,0.019
165,2021-12,8.255,0.023
165,2022-01,41.319,0.036
165,2022-02,0.0,0.0
165,2022-03,0.0,0.0
165,2022-04,49.707,0.033
165,2022-05,27.321,8.988
165,2022-06,3.272,0.051
166,2016-01,6.997,0.002
166,2016-02,32.691,0.001
166,2016-03,10.524,0.009
166,2016-04,4.259,0.253
166,2016-05,3.523,1.082
166,2016-06,13185.991,0.001
166,2016-07,3.193,0.524
166,2016-08,0.941,0.002
166,2016-09,4.485,0.0
166,2016-10,1.352,0.199
166,2016-11,30.283,0.03
166,2016-12,3.357,0.002
166,2017-01,31.7,0.001
166,2017-02,0.0,0.0
166,2017-03,4.123,3.974
166,2017-04,6.715,0.237
166,2017-05,8.207,2.993
166,2017-06,329.086,0.008
166,2017-07,3.393,0.095
166,2017-08,0.0,0.0
166,2017-09,6.585,0.0
166,2017-10,0.0,0.0
166,2017-11,2.565,0.007
166,2017-12,8.139,0.003
166,2018-01,0.0,0.0
166,2018-02,941201.375,0.001
166,2018-03,11.925,9.508
166,2018-04,38.106,0.037
166,2018-05,217.136,0.019
166,2018-06,183.2,0.016
166,2018-07,309.785,0.003
166,2018-08,1.155,0.196
166,2018-09,2.923,0.0
166,2018-10,2.763,2.159
166,2018-11,0.677,1.224
166,2018-12,12.675,0.004
166,2019-01,1.875,0.094
166,2019-02,0.0,0.0
166,2019-03,35413.723,0.007
166,2019-04,5.581,0.056
166,2019-05,0.524,1.344
166,2019-06,3.114,2.0
166,2019-07,161.685,0.005
166,2019-08,9.632,0.001
166,2019-09,1.251,0.007
166,2019-10,3.308,0.002
166,2019-11,1.252,0.105
166,2019-12,5.304,0.948
166,2020-01,11.737,0.01
166,2020-02,635434.188,0.001
166,2020-03,0.0,0.0
166,2020-04,10.661,0.016
166,2020-05,8.796,0.027
166,2020-06,151.892,0.003
166,2020-07,28.213,0.002
166,2020-08,2.346,0.025
166,2020-09,1.167,0.0
166,2020-10,2.539,0.42
166,2020-11,2.086,0.006
166,2020-12,18.24,0.228
166,2021-01,18.148,0.081
166,2021-02,0.0,0.0
166,2021-03,40.261,0.021
166,2021-04,56.284,0.001
166,2021-05,15.382,0.04
166,2021-06,225.585,0.0
166,2021-07,2.535,0.0
166,2021-08,2.931,0.006
166,2021-09,13.001,0.119
166,2021-10,0.003,0.0
166,2021-11,9.518,0.01
166,2021-12,7.727,0.012
166,2022-01,32.833,0.02
166,2022-02,0.0,0.0
166,2022-03,0.0,0.0
166,2022-04,41.489,0.018
166,2022-05,27.871,5.007
166,2022-06,4.436,0.047
167,2016-01,7.569,0.011
167,2016-02,17.974,0.006
167,2016-03,16.003,0.107
167,2016-04,4.129,1.203
167,2016-05,12.756,19.211
167,2016-06,117965.898,0.003
167,2016-07,2.479,2.125
167,2016-08,2.276,0.016
167,2016-09,5.049,0.002
167,2016-10,1.334,1.027
167,2016-11,9.992,0.042
167,2016-12,3.643,0.012
167,2017-01,36.28,0.006
167,2017-02,0.0,0.0
167,2017-03,3.459,16.814
167,2017-04,5.727,0.976
167,2017-05,23.427,42.005
167,2017-06,254.036,0.042
167,2017-07,4.832,0.646
167,2017-08,0.0,0.0
167,2017-09,7.099,0.002
167,2017-10,8.283,0.001
167,2017-11,2.778,0.04
167,2017-12,7.192,0.015
167,2018-01,0.0,0.0
167,2018-02,0.0,0.0
167,2018-03,3.774,14.725
167,2018-04,39.835,0.186
167,2018-05,321.084,0.099
167,2018-06,284.814,0.086
167,2018-07,427.743,0.011
167,2018-08,0.732,0.629
167,2018-09,2.965,0.003
167,2018-10,1.429,5.646
167,2018-11,2.264,20.1
167,2018-12,31.113,0.035
167,2019-01,6.912,1.69
167,2019-02,0.0,0.0
167,2019-03,514913.969,0.007
167,2019-04,9.918,0.489
167,2019-05,1.769,14.954
167,2019-06,3.665,11.572
167,2019-07,236.838,0.027
167,2019-08,12.182,0.005
167,2019-09,1.251,0.035
167,2019-10,1.923,0.004
167,2019-11,3.488,1.429
167,2019-12,15.86,14.6
167,2020-01,26.019,0.136
167,2020-02,0.0,0.0
167,2020-03,0.0,0.0
167,2020-04,12.806,0.096
167,2020-05,8.634,0.13
167,2020-06,50.014,0.018
167,2020-07,30.694,0.008
167,2020-08,2.612,0.166
167,2020-09,3.054,0.002
167,2020-10,1.705,1.636
167,2020-11,2.135,0.033
167,2020-12,8.008,0.523
167,2021-01,8.507,0.185
167,2021-02,0.0,0.0
167,2021-03,15.492,0.042
167,2021-04,42.737,0.005
167,2021-05,4.411,0.04
167,2021-06,251.744,0.0
167,2021-07,3.953,0.001
167,2021-08,2.975,0.023
167,2021-09,20.469,1.49
167,2021-10,0.004,0.0
167,2021-11,4.772,0.024
167,2021-12,4.694,0.041
167,2022-01,38.219,0.095
167,2022-02,0.0,0.0
167,2022-03,19.639,0.011
167,2022-04,33.119,0.173
167,2022-05,11.937,12.03
167,2022-06,4.063,0.26
168,2016-01,0.646,0.092
168,2016-02,0.322,0.052
168,2016-03,9.287,1.847
168,2016-04,3.728,8.245
168,2016-05,5.921,63.503
168,2016-06,0.193,0.032
168,2016-07,2.449,15.721
168,2016-08,1.165,0.021
168,2016-09,0.0,0.0
168,2016-10,1.889,10.571
168,2016-11,22.574,0.353
168,2016-12,2.032,0.207
168,2017-01,0.324,0.039
168,2017-02,0.0,0.0
168,2017-03,3.834,124.13
168,2017-04,1.425,14.032
168,2017-05,12.835,166.67
168,2017-06,0.271,0.164
168,2017-07,3.137,3.703
168,2017-08,0.0,0.0
168,2017-09,0.0,0.0
168,2017-10,0.0,0.0
168,2017-11,3.872,0.813
168,2017-12,2.153,0.421
168,2018-01,0.0,0.0
168,2018-02,0.031,0.003
168,2018-03,5.849,172.581
168,2018-04,0.754,1.129
168,2018-05,0.23,0.363
168,2018-06,0.213,0.299
168,2018-07,0.167,0.034
168,2018-08,0.792,4.573
168,2018-09,0.0,0.0
168,2018-10,1.593,43.013
168,2018-11,1.443,86.031
168,2018-12,1.016,0.216
168,2019-01,3.599,7.089
168,2019-02,0.0,0.0
168,2019-03,0.036,0.04
168,2019-04,1.168,2.305
168,2019-05,1.163,84.661
168,2019-06,3.402,77.706
168,2019-07,0.257,0.107
168,2019-08,0.262,0.008
168,2019-09,1.824,0.683
168,2019-10,2.101,0.0
168,2019-11,3.173,8.248
168,2019-12,14.621,66.418
168,2020-01,12.932,0.583
168,2020-02,0.033,0.003
168,2020-03,0.001,0.0
168,2020-04,0.946,0.334
168,2020-05,2.205,1.202
168,2020-06,0.298,0.08
168,2020-07,0.278,0.016
168,2020-08,1.977,1.713
168,2020-09,0.0,0.0
168,2020-10,3.758,8.847
168,2020-11,2.43,0.611
168,2020-12,12.824,4.17
168,2021-01,7.939,2.039
168,2021-02,0.0,0.0
168,2021-03,3.856,0.434
168,2021-04,0.334,0.023
168,2021-05,4.811,0.375
168,2021-06,12.446,0.001
168,2021-07,0.0,0.0
168,2021-08,2.017,0.319
168,2021-09,6.321,0.308
168,2021-10,0.003,0.0
168,2021-11,1.204,0.218
168,2021-12,1.544,0.466
168,2022-01,0.501,1.758
168,2022-02,0.0,0.0
168,2022-03,0.139,0.061
168,2022-04,0.454,0.549
168,2022-05,36.719,131.835
168,2022-06,5.819,30.598
169,2016-01,7.137,0.005
169,2016-02,57.564,0.003
169,2016-03,7.465,0.017
169,2016-04,3.612,0.53
169,2016-05,2.812,2.116
169,2016-06,11608.733,0.005
169,2016-07,2.747,1.107
169,2016-08,0.567,0.002
169,2016-09,5.882,0.001
169,2016-10,1.131,0.405
169,2016-11,33.305,0.075
169,2016-12,3.379,0.005
169,2017-01,56.001,0.003
169,2017-02,0.0,0.0
169,2017-03,3.652,8.732
169,2017-04,6.124,0.53
169,2017-05,7.012,6.272
169,2017-06,622.18,0.023
169,2017-07,2.821,0.189
169,2017-08,0.0,0.0
169,2017-09,11.711,0.001
169,2017-10,0.0,0.0
169,2017-11,2.558,0.017
169,2017-12,8.116,0.009
169,2018-01,0.0,0.0
169,2018-02,3286001.5,0.004
169,2018-03,11.804,23.143
169,2018-04,33.072,0.077
169,2018-05,454.911,0.056
169,2018-06,413.312,0.05
169,2018-07,644.03,0.01
169,2018-08,1.047,0.437
169,2018-09,2.166,0.001
169,2018-10,1.771,3.409
169,2018-11,0.659,2.933
169,2018-12,15.074,0.009
169,2019-01,1.515,0.187
169,2019-02,0.0,0.0
169,2019-03,115688.07,0.025
169,2019-04,4.062,0.1
169,2019-05,0.606,2.926
169,2019-06,2.294,3.593
169,2019-07,323.082,0.013
169,2019-08,15.434,0.003
169,2019-09,1.299,0.018
169,2019-10,2.128,0.003
169,2019-11,1.248,0.256
169,2019-12,5.202,2.262
169,2020-01,11.208,0.023
169,2020-02,2089660.375,0.003
169,2020-03,0.0,0.0
169,2020-04,8.695,0.031
169,2020-05,6.931,0.055
169,2020-06,277.07,0.009
169,2020-07,74.342,0.005
169,2020-08,2.004,0.051
169,2020-09,2.032,0.001
169,2020-10,1.89,0.772
169,2020-11,2.083,0.016
169,2020-12,19.35,0.59
169,2021-01,19.231,0.21
169,2021-02,0.0,0.0
169,2021-03,27.352,0.028
169,2021-04,99.701,0.003
169,2021-05,13.878,0.058
169,2021-06,418.713,0.0
169,2021-07,6.692,0.0
169,2021-08,2.914,0.008
169,2021-09,7.297,0.16
169,2021-10,0.005,0.0
169,2021-11,10.103,0.025
169,2021-12,7.636,0.032
169,2022-01,35.641,0.048
169,2022-02,0.0,0.0
169,2022-03,0.0,0.0
169,2022-04,44.906,0.046
169,2022-05,26.687,11.796
169,2022-06,2.79,0.068
170,2016-01,7.477,0.006
170,2016-02,142.124,0.004
170,2016-03,24.426,0.019
170,2016-04,4.778,0.901
170,2016-05,19.413,18.774
170,2016-06,0.0,0.0
170,2016-07,2.49,1.263
170,2016-08,3.254,0.011
170,2016-09,9.107,0.0
170,2016-10,1.275,0.586
170,2016-11,16.581,0.038
170,2016-12,3.887,0.002
170,2017-01,108.16,0.003
170,2017-02,0.0,0.0
170,2017-03,1.664,5.268
170,2017-04,3.746,0.408
170,2017-05,2.812,3.265
170,2017-06,2168.797,0.028
170,2017-07,1.698,0.145
170,2017-08,0.0,0.0
170,2017-09,2.52,0.0
170,2017-10,0.0,0.0
170,2017-11,2.763,0.006
170,2017-12,22.75,0.006
170,2018-01,0.0,0.0
170,2018-02,0.0,0.0
170,2018-03,8.231,20.99
170,2018-04,31.244,0.074
170,2018-05,1616.204,0.073
170,2018-06,1433.301,0.061
170,2018-07,2742.915,0.006
170,2018-08,0.681,0.378
170,2018-09,2.784,0.0
170,2018-10,0.898,2.258
170,2018-11,1.964,11.424
170,2018-12,85.871,0.007
170,2019-01,5.623,0.896
170,2019-02,0.0,0.0
170,2019-03,0.0,0.0
170,2019-04,6.862,0.222
170,2019-05,2.144,10.799
170,2019-06,2.644,5.375
170,2019-07,809.807,0.013
170,2019-08,303.784,0.004
170,2019-09,1.266,0.005
170,2019-10,0.944,0.002
170,2019-11,4.302,1.14
170,2019-12,19.876,11.166
170,2020-01,33.623,0.098
170,2020-02,4725.599,0.002
170,2020-03,0.0,0.0
170,2020-04,5.87,0.026
170,2020-05,21.535,0.047
170,2020-06,1198.523,0.012
170,2020-07,428.653,0.007
170,2020-08,2.153,0.013
170,2020-09,3.987,0.0
170,2020-10,1.289,0.733
170,2020-11,1.978,0.005
170,2020-12,15.413,0.601
170,2021-01,14.77,0.206
170,2021-02,0.0,0.0
170,2021-03,30.662,0.007
170,2021-04,214.844,0.004
170,2021-05,8.846,0.033
170,2021-06,0.0,0.0
170,2021-07,0.047,0.0
170,2021-08,2.705,0.001
170,2021-09,1.603,0.062
170,2021-10,0.004,0.0
170,2021-11,10.935,0.033
170,2021-12,16.468,0.035
170,2022-01,134.784,0.039
